job_name,company_name,companytype_text,providesalary_text,workarea_text,jobwelf,updatedate,attribute_text
天猫高级运营专员,上海乐丽电子商务服务有限公司,民营公司,0.8-1万/月,上海-长宁区,节日福利 专业培训 全勤奖 生日会 员工内买 五险一金 带薪年假,10-14,"['上海-长宁区', '2年经验', '招若干人']"
亚马逊运营主管,成都零压之家信息技术有限公司,民营公司,0.8-1.5万/月,成都-天府新区,五险一金 绩效奖金 节日福利 专业培训 餐饮补贴 季度奖金,10-14,"['成都-天府新区', '3-4年经验', '大专', '招1人']"
大客户销售代表,湖南蓝海购企业策划有限公司,上市公司,4-8千/月,长沙-岳麓区,带薪年假 绩效奖金 节日福利 专业培训 年终奖金 五险一金 高温补贴 做五休二,10-14,"['长沙-岳麓区', '3-4年经验', '大专', '招3人']"
天猫/京东/淘宝 售后客服,深圳美姿美妆电子商务有限公司,民营公司,0.5-1万/月,深圳-龙华区,带薪年假 五险一金 绩效奖金 全勤奖 节日福利 专业培训 提供微波炉 有冰箱 员工旅游,10-14,"['深圳-龙华区', '1年经验', '初中及以下', '招2人']"
客服专员,江苏欧莱美激光科技有限公司,合资,4-6千/月,无锡-滨湖区,五险一金 餐饮补贴 通讯补贴 年终奖金 自媒体 做五休二,10-14,"['无锡-滨湖区', '1年经验', '招6人']"
运营助理,深圳捎客科技有限公司,民营公司,4.5-6千/月,深圳-福田区,周末双休 带薪年假 节日福利 专业培训 全勤奖 五险一金 员工旅游 出国机会 定期体检,10-14,"['深圳-福田区', '1年经验', '大专', '招若干人']"
门店销售,深圳猛犸出行科技有限公司,外资（非欧美）,0.5-1万/月,杭州,五险一金 专业培训 节日福利,10-14,"['杭州', '1年经验', '中专', '招1人']"
销售经理（绵阳）,重庆智之屋科技发展有限公司,民营公司,1-1.5万/月,重庆-南岸区,五险一金 节日福利 团队氛围好 领导好,10-14,"['重庆-南岸区', '3-4年经验', '大专', '招1人']"
京东运营店长,杭州卓点电子商务有限公司,民营公司,1-1.5万/月,杭州-余杭区,五险一金 弹性工作 带薪年假 绩效奖金 住房补贴 高温补贴 节日福利 餐饮补贴,10-14,"['杭州-余杭区', '2年经验', '大专', '招1人']"
大客户代表,佐大狮科技（上海）有限公司,民营公司,1.5-3万/月,上海-普陀区,五险一金 员工旅游 专业培训 绩效奖金 弹性工作,10-14,"['上海-普陀区', '3-4年经验', '大专', '招10人']"
应用服务工程师,南京博亨机电有限公司,民营公司,0.6-1.2万/月,南京,五险一金 免费班车 年终奖金 节日福利 周末双休,10-14,"['南京', '2年经验', '本科', '招2人']"
企业福利销售顾问,东方福利网,民营公司,0.7-1.3万/月,济南-高新区,五险一金 补充医疗保险 专业培训 年终奖金 周末双休,10-14,"['济南-高新区', '2年经验', '本科', '招20人']"
运营督导（呼叫中心）,四川创新动力信息科技有限责任公司,民营公司,4-7千/月,昆明-西山区,节日福利 五险 带薪年假 员工团建 生日福利 上四休一 包住宿 绩效奖金,10-14,"['昆明-西山区', '1年经验', '大专', '招2人']"
电商产品经理,四川酷盼科技有限公司,民营公司,0.7-1.2万/月,成都-武侯区,全勤奖 绩效奖金 餐饮补贴 带薪年假 五险 定期体检,10-14,"['成都-武侯区', '2年经验', '本科', '招1人']"
操作工,杭州认养一头牛生物科技有限公司,合资,5-6千/月,临沂,六险一金 绩效奖金 年终奖金 包吃包住 节日福利 带薪年假 全勤奖,10-14,"['临沂', '无需经验', '高中', '招100人']"
华南区销售总监,广东道一信息技术股份有限公司,民营公司,3-6万/月,广州-天河区,,10-14,"['广州-天河区', '5-7年经验', '本科', '招1人']"
淘宝运营总监/天猫运营总监,深圳思邈科技有限公司,创业公司,1.5-1.8万/月,深圳-南山区,五险一金 专业培训 绩效奖金 年终奖金 股票期权 员工旅游 带薪年假 节日福利 下午茶 扁平化管理,10-14,"['深圳-南山区', '5-7年经验', '大专', '招1人']"
销售代表,广州知意科技有限公司,民营公司,0.8-2万/月,广州-白云区,下午茶 全勤奖 专业培训 大小周 月度团建 不硬性加班 年终奖金 年度旅游 五险 法定节假休息,10-14,"['广州-白云区', '无需经验', '大专', '招10人']"
Facebook/Instagram运营,武汉诺洲科技有限公司,民营公司,6-8千/月,武汉-洪山区,绩效奖金 专业培训 年终奖金 五险,10-14,"['武汉-洪山区', '无需经验', '本科', '招20人']"
纯打字客服,合肥玖通电子商务有限公司,民营公司,4.5-6千/月,合肥-经开区,带薪年假 绩效奖金 年终奖 节日福利 五险 年终奖金 员工旅游,10-14,"['合肥-经开区', '无需经验', '招20人']"
业务经理,安徽鸿昊钢结构彩板有限公司,民营公司,0.8-1万/月,合肥,员工旅游 餐饮补贴 专业培训 出国机会 绩效奖金 股票期权 弹性工作,10-14,"['合肥', '1年经验', '高中', '招30人']"
天猫推广/电商推广(J10579),林氏木业,民营公司,0.8-1万/月,佛山-南海区,五险一金 专业培训 绩效奖金 员工旅游 周末双休 扁平化管理,10-14,"['佛山-南海区', '2年经验', '本科', '招2人']"
法院驻场专员（上海三中院）,江苏新视云科技股份有限公司,民营公司,6-8千/月,上海-浦东新区,五险一金 餐饮补贴 交通补贴 年终奖金 定期体检,10-14,"['上海-浦东新区', '1年经验', '大专', '招1人']"
高级解决方案经理,工业互联网创新中心（上海）有限公司,国企,1.5-2万/月,上海-浦东新区,做五休二 带薪年假 绩效奖金 节日福利 五险一金 通讯补贴 住房补贴 交通补贴 补充公积金 年终奖金,10-14,"['上海-浦东新区', '2年经验', '本科', '招2人']"
ebay销售/ebay运营,深圳市普群电子贸易有限公司,民营公司,0.5-1万/月,深圳-龙华区,带薪年假 年终奖金 专业培训 节日福利 五险一金 绩效奖金 全勤奖,10-14,"['深圳-龙华区', '无需经验', '大专', '招5人']"
产品经理,深圳市青青子木科技有限公司,民营公司,1-1.5万/月,昆明-五华区,五险一金 绩效奖金 深圳户口 弹性工作 周末双休 带薪年假 节日福利 交通补贴 生育补贴 团队聚餐,10-14,"['昆明-五华区', '3-4年经验', '大专', '招2人']"
采购,深圳市华增科技有限公司,民营公司,4.5-6千/月,深圳-光明区,补充医疗保险 员工旅游 绩效奖金 出国机会 专业培训,10-14,"['深圳-光明区', '3-4年经验', '大专', '招1人']"
客户成功经理,深圳市前海必胜道网络科技有限公司,民营公司,1-1.5万/月,深圳-龙岗区,五险一金 专业培训 绩效奖金 员工旅游 定期体检 节日福利,10-14,"['深圳-龙岗区', '2年经验', '本科', '招1人']"
市场专员（传播方向）,上海联泰基金销售有限公司,民营公司,0.8-1万/月,上海-虹口区,定期团建 轻松的氛围 五险一金 年终奖金 绩效奖金,10-14,"['上海-虹口区', '1年经验', '本科', '招1人']"
跨境电商运营,深圳市登山科技有限公司,民营公司,0.8-1.3万/月,深圳-龙岗区,全勤奖 餐饮补贴 绩效奖金 五险一金 带薪年假,10-14,"['深圳-龙岗区', '1年经验', '大专', '招1人']"
商品运营助理,上海妃鱼网络科技有限公司,合资,6-8千/月,上海-宝山区,,10-14,"['上海-宝山区', '无需经验', '大专', '招2人']"
项目执行专员,广州九尾信息科技有限公司,民营公司,0.5-1万/月,广州-番禺区,五险一金 弹性工作 股票期权 员工旅游 绩效奖金,10-14,"['广州-番禺区', '2年经验', '大专', '招1人']"
CRM主管（电商）,广州爱帛服饰有限公司(品牌MO&Co.),民营公司,1-1.8万/月,广州,五险一金 交通补贴 通讯补贴 年终奖金 绩效奖金,10-14,"['广州', '3-4年经验', '大专', '招1人']"
店务运营,深圳静美大健康科技有限公司,外资（非欧美）,0.8-1万/月,深圳-福田区,五险一金 年终奖金 周末双休,10-14,"['深圳-福田区', '3-4年经验', '本科', '招1人']"
业务驱动总监,上海即科智能技术集团有限公司,民营公司,2-2.5万/月,上海-杨浦区,五险一金 补充医疗保险 周末双休,10-14,"['上海-杨浦区', '3-4年经验', '本科', '招若干人']"
销售代表+无责任底薪+双休,广州市文传网络科技有限公司,民营公司,6-8千/月,邵阳,,10-14,"['邵阳', '无需经验', '招若干人']"
高薪销售,浙江牛商网络科技有限公司,民营公司,0.8-1.2万/月,嘉兴,五险一金 交通补贴 通讯补贴 绩效奖金 年终奖金 员工旅游 专业培训 租房补贴,10-14,"['嘉兴', '无需经验', '招8人']"
lazada运营,驰为创新科技（深圳）有限公司,民营公司,0.8-1.5万/月,深圳-龙华区,带薪年假 节日福利 包住宿 员工旅游 员工食堂 五险 年终奖金 专业培训 定期体检,10-14,"['深圳-龙华区', '1年经验', '大专', '招1人']"
销售\销售专员\销售代表,广州南创电子科技有限公司,民营公司,0.5-1.5万/月,广州,五险一金 员工旅游 专业培训 绩效奖金 年终奖金 餐饮补贴 交通补贴 节日福利 带薪年假 周末双休,10-14,"['广州', '2年经验', '中技', '招5人']"
项目经理,上海智赢健康科技有限公司,民营公司,1-1.5万/月,烟台-招远市,五险一金 免费班车 员工旅游 绩效奖金 弹性工作 年终奖金,10-14,"['烟台-招远市', '3-4年经验', '大专', '招1人']"
省区经理（广东+福建）,五谷磨房食品集团有限公司,上市公司,3-4万/月,深圳-南山区,专业培训 健身俱乐部 周末双休 五险一金 员工旅游 绩效奖金 年终奖金 定期体检,10-14,"['深圳-南山区', '5-7年经验', '大专', '招1人']"
平面设计师,东莞市兰亭序科技有限公司,民营公司,0.8-1万/月,东莞-松山湖区,五险一金 全勤奖 绩效奖金 节日福利,10-14,"['东莞-松山湖区', '2年经验', '大专', '招4人']"
培训专员,江苏金智教育信息股份有限公司,民营公司,0.6-1万/月,南京,五险一金 补充医疗保险 免费班车 餐饮补贴 通讯补贴 专业培训 年终奖金 定期体检,10-14,"['南京', '2年经验', '本科', '招1人']"
沃尔玛运营/walmart销售,深圳市爱购网络科技有限公司,民营公司,0.7-1.1万/月,深圳-龙华区,带薪年假 餐饮补贴 全勤奖 节日福利 年度旅游 五险一金 年终奖金,10-14,"['深圳-龙华区', '1年经验', '大专', '招2人']"
培训经理（光谷广场）,湖北奇好信息技术有限公司,上市公司,0.7-1万/月,武汉-洪山区,五险一金 弹性工作 通讯补贴 专业培训 绩效奖金 年终奖金 员工旅游 全勤奖 现金奖励,10-14,"['武汉-洪山区', '3-4年经验', '大专', '招1人']"
关山高薪电话销售五险一金双休,武汉小海樽科技有限公司,民营公司,0.8-1.2万/月,武汉-洪山区,员工旅游 绩效奖金 出国机会 弹性工作 定期体检 五险一金 交通补贴 餐饮补贴 专业培训,10-14,"['武汉-洪山区', '1年经验', '高中', '招15人']"
Amazon(亚马逊)高级运营,合肥起风跨境电商有限公司,民营公司,0.8-1万/月,合肥-蜀山区,五险一金 弹性工作 员工旅游 交通补贴 专业培训,10-14,"['合肥-蜀山区', '3-4年经验', '大专', '招3人']"
电商运营,浩正（广州）智能科技有限公司,外资（非欧美）,1-1.5万/月,广州-增城区,全勤奖 专业培训 包吃 带薪年假 绩效奖金 节日福利 五险 做六休一,10-14,"['广州-增城区', '3-4年经验', '大专', '招若干人']"
KOL内容运营助理,南京易佰购电子科技有限公司,民营公司,4.5-6千/月,南京,五险一金 员工旅游 年终奖金 无加班文化 试用期全额 节日福利 晋升机制明确 免费下午茶,10-14,"['南京', '1年经验', '本科', '招1人']"
销售助理,微云（武汉）科技有限公司,民营公司,4-6千/月,武汉-洪山区,五险一金 定期团建 带薪年假,10-14,"['武汉-洪山区', '3-4年经验', '大专', '招1人']"
业务总监,深圳市盈华讯方通信技术有限公司,上市公司,2-4万/月,深圳-罗湖区,五险一金 员工旅游 通讯补贴 年终奖金 股票期权 定期体检 业绩提成 超额奖金 弹性工作,10-14,"['深圳-罗湖区', '5-7年经验', '本科', '招2人']"
开放平台商家运营,河姆渡电子商务有限公司,民营公司,0.5-1万/月,徐州-泉山区,五险一金 节日福利 专业培训 交通补贴 餐饮补贴 带薪年假,10-14,"['徐州-泉山区', '3-4年经验', '大专', '招5人']"
销售代表,苏州鑫沣网络科技有限公司,民营公司,0.5-1万/月,苏州-姑苏区,弹性工作 带薪年假 五险一金 绩效奖金 节日福利 交通补贴 通讯补贴 高温补贴,10-14,"['苏州-姑苏区', '无需经验', '招若干人']"
跟单客服,深圳安杰拉科技有限公司,民营公司,4.5-6千/月,深圳-龙岗区,员工旅游 年终奖金 绩效奖金 全勤奖 五险 节日福利,10-14,"['深圳-龙岗区', '1年经验', '大专', '招若干人']"
行销通路经理（云胜）,杭州布诗品牌科技有限公司,民营公司,1.5-2万/月,杭州-上城区,周末双休 五险一金 节日福利 年终奖金 专业培训 员工旅游 定期体检 绩效奖金 带薪年假 氛围轻松,10-14,"['杭州-上城区', '8-9年经验', '大专', '招2人']"
区域销售经理,上海摄提信息科技有限公司,民营公司,6-8千/月,上海-闵行区,五险一金 员工旅游 绩效奖金 弹性工作,10-14,"['上海-闵行区', '2年经验', '大专', '招5人']"
科技展大客户销售,环球资源,外资（欧美）,1-1.8万/月,上海,周末双休 带薪年假 五险一金 节日福利 做五休二 专业培训 绩效奖金 高温补贴,10-14,"['上海', '2年经验', '大专', '招2人']"
市场顾问（销售）,四川译讯信息科技有限公司,民营公司,0.8-1万/月,成都-高新区,五险一金 绩效奖金 年终奖金 弹性工作 定期体检 专业培训,10-14,"['成都-高新区', '1年经验', '大专', '招5人']"
运营专员（天猫/京东）,广州汉兰图生物科技有限公司,民营公司,0.8-1万/月,广州-番禺区,五险 绩效奖金 年终奖金 弹性工作 单双休 专业培训 员工旅游 部门聚餐 带薪年假,10-14,"['广州-番禺区', '1年经验', '大专', '招1人']"
品牌运营,深圳罗辑智能有限公司,民营公司,1-1.5万/月,深圳-龙华区,弹性工作 员工旅游,10-14,"['深圳-龙华区', '2年经验', '大专', '招1人']"
客户关系专员（CRM）,杭州昂普信息技术有限公司,民营公司,6-8千/月,杭州-拱墅区,包住宿 节日福利 专业培训 全勤奖 绩效奖金 餐饮补贴 加班补贴 带薪年假 五险一金,10-14,"['杭州-拱墅区', '2年经验', '大专', '招1人']"
